Date_time,city,state/province,country,UFO_shape,length_of_encounter_seconds,described_duration_of_encounter,description,date_documented,latitude,longitude
01-01-1981 01:00,el reno,ok,us,disk,1800,30 mins,New Years 1981 Crashing Disc,01/11/2002,35.5322222,-97.9547222
03-01-1981 17:45,mckinleyville,ca,us,other,20,00:00:20,Large (house-sized)&#44 slow moving (45-60 mph)&#44 low altitude (&amp;lt; 2&#44000&#39) meteor witnessed spring 1981 N. CA.,12/20/2012,40.9466667,-124.0994444
03-01-1981 22:00,campbell,ca,us,cigar,180,3 minutes,Multiple sighting in Campbell CA of spacecraft in detail,03/11/2006,37.2872222,-121.9488889
01-01-1982 20:00,orange county,nc,us,circle,900,15 minutes,this was no helicopter squad,12/23/2002,35.1294444,-78.5225
05-01-1982 20:00,piscataway,nj,us,disk,900,15 minutes,In May 1982&#44 I had a close up day light sightinh of a huge classic saucer shaped UFO. Neighbors also saw it. I reported it to the polic,03/08/2007,40.4991667,-74.3994444
06-01-1982 00:00,oakland,md,us,light,60,1 minute,Bright light in woods moves toward witness; witness was left disoriented.,05/15/2006,39.4077778,-79.4069444
06-01-1982 01:00,hershey,pa,us,oval,30,30 seconds,Sleath Blimp sighted in Pa&#44,10/30/2006,40.2858333,-76.6505556
03-01-1983 19:00,sandpoint,id,us,disk,180,3 minutes,Outside in our front yard&#44 we heard a craft overhead.  It sounded like music was coming from it.  There were lights&#44 and it seemed disc,04/28/2001,48.2766667,-116.5522222
03-01-1983 20:00,o&#39fallon,il,us,disk,180,2 or 3 minutes,Disk seen hovering over residential area in O&#39Fallon&#44 IL,10/31/2008,38.5922222,-89.9111111
05-01-1983 17:30,north kansas city,mo,us,other,120,2 minutes,Something Above Us that Day,12/12/2011,39.13,-94.5619444
05-01-1983 19:00,washington county (rural),ms,us,diamond,7200,2 hours,Diamond shaped craft sighting followed by missing time  500 Lights On Object0: Yes,03/19/2009,31.5786111,-91.2991667
03-01-1984 22:00,eugene,or,us,triangle,600,10 minutes,Large Black colored triangle shaped ship. Eugene&#44 OR 1984,07/26/2002,44.0522222,-123.0855556
05-01-1984 18:00,joliet,il,us,circle,180,3 minutes,Driving with Mom and saw a grey disk hovering over trees on the corner of our street,08/07/2007,41.525,-88.0816667
05-01-1984 19:00,glen rose (malvern),ar,us,triangle,1200,20 minutes ?,This happened some years ago: I had taken my dog outside&#44 it was dark&#44 pm.  I noticed what I thought was a star&#44 the longer I looked&#44 I,05/11/2005,34.4555556,-92.7294444
05-01-1984 20:00,burnsville,mn,us,rectangle,300,5 mins.,Enormous Rectangle object with rows of red and white lights,06/09/2009,44.7677778,-93.2775
01-01-1985 01:00,holly,mi,us,other,900,15min,group of lihtts two circled real fast then they all shot strait up.gone,03/11/2006,42.7919444,-83.6277778
01-01-1985 21:00,largo,fl,us,other,300,5 minutes,Very large UFO&#44 irregular in shape&#44  glowing red-orange craters&#44 below cloud level&#44 no noise&#44  reported in paper as space debris.,05/11/2005,27.9091667,-82.7875
02-01-1985 22:30,portland,or,us,light,900,15 mins,multiple points of light hovering? over the west hills of Portland that could disapear one at a time while I was watching them,08/05/2001,45.5236111,-122.675
03-01-1985 20:30,wichita,ks,us,triangle,2,1-2 seconds,I was lying on my pool deck when out of my peripheral vision I saw three lights&#44 about the orange glow of a cigarette and maybe 1ft. di,02/23/2000,37.6922222,-97.3372222
01-01-1986 03:00,crestwood,ky,us,oval,180,2-3 minutes,A faint beam of white light that seemed to come from a star or star-like object.,04/27/2004,38.3241667,-85.4725
04-01-1986 14:30,chicago,il,us,sphere,10,10 seconds,SOCCER-SIZED CRYTAL-LIKE SPIKED BALL&#44 Easily Missed If One Is Not Looking Directly At It.,02/01/2007,41.85,-87.65
04-01-1986 22:00,red lodge (6 mi n; hwy 212),mt,us,unknown,90,1.5 min,Definitely an aircraft but totally silent and very slow.,01/11/2002,45.1858333,-109.2461111
04-01-1986 22:15,brownsville,tx,us,disk,1200,10 to 20 minutes,UFO tries to communicate,03/19/2002,25.9013889,-97.4972222
01-01-1987 00:00,castro valley,ca,us,oval,10,9-10 seconds,One single&#44 beach ball sized .... &amp;quot;red ball&amp;quot;,07/03/2013,37.6941667,-122.0852778
02-01-1987 14:00,lucas,tx,us,other,120,2 minutes,Car in the clouds.,12/02/2013,33.0841667,-96.5763889
03-01-1987 01:00,revere,ma,us,light,3600,1 hour,Dancing Lights in sky as a child.,03/06/2001,42.4083333,-71.0125
03-01-1987 19:00,weaverville,nc,us,triangle,120,2 min,UFO IN ASHEVILLE N.C. 1987,01/29/2002,35.6969444,-82.5608333
01-01-1988 03:00,roselle,il,us,triangle,180,2-3 min,fast moving Triangle with no sound and orange lights&#44 stops hovers and speeds off.,10/30/2006,41.9847222,-88.0797222
08-02-1988 20:00,clinton,ms,us,circle,300,5 minutes,A colorful ring of lights hovering over someones house&#44 then it moved away making no sound over the trees...,11/08/2003,32.3413889,-90.3216667
09-03-1988 15:30,harvard,ma,us,sphere,180,3 minutes,Bright silver craft witnessed by many people. Sorry no police that I know of&#44but one correction officer.That would by me.,12/12/2013,42.5,-71.5833333
07-04-1988 21:00,jacksonville,fl,us,triangle,4,4 seconds,I saw object but my family did not even though they were with me.,03/04/2003,30.3319444,-81.6558333
01-01-1989 23:59,wagoner,ok,us,light,120,1-2 mins,My friend and I who were both 16 at the time were driving to her house on state highway 51 westbound. We were going to be late for curf,03/07/1998,35.9594444,-95.3691667
09-02-1989 12:00,pickering (canada),on,ca,triangle,180,3 min.,as i was reading a sighting from someboby in ohio on my first time here. it reminded me of acraft i seen in late 80s or early 90s in la,10/31/2003,43.866667,-79.033333
07-03-1989 23:00,belleville,ks,us,triangle,30,30 seconds,Triangular craft descends into the water,02/01/2007,39.8244444,-97.6322222
01-05-1989 00:15,philadelphia,pa,us,cigar,600,10 minutes,An object followed my car parallel to me then stopped when I stopped &amp; observed me for 5 minutes.,10/30/2006,39.9522222,-75.1641667
05-01-1990 20:00,kingman,az,us,flash,300,5 min,Comet in Kingman?,05/11/2005,35.1894444,-114.0522222
09-02-1990 21:00,dallas,tx,us,light,45,45 sec,VERY BRIGHT LIGHTS FROM UP ABOVE.,08/28/2003,32.7833333,-96.8
07-03-1990 23:00,north miami beach,fl,us,light,600,10 minutes?,90 degree turn&#44 possible missing time (?),04/27/2004,25.9327778,-80.1627778
10-05-1990 22:00,fresno,ca,us,changing,7200,1-2hours,Three objects in the sky.,05/24/2005,36.7477778,-119.7713889
03-01-1991 04:30,minneapolis,mn,us,egg,600,10 minutes,5-6 silver&#44 egg-shaped craft desending one by one at early sunrise on Lake Calhoun in Minneapolis.,06/06/2000,44.98,-93.2636111
09-02-1991 21:30,morgan hill,ca,us,unknown,1800,30 min,We witnessed about 12 black objects pass overhead at night.,08/10/1999,37.1305556,-121.6533333
06-03-1991 22:00,dixon,il,us,disk,600,10 minutes,saw what we thought was a helicopter in trouble. disk was approx 35feet above ground and sitting motionless making no noise approx 40 f,04/26/1999,41.8388889,-89.4794444
07-04-1991 23:00,wichita,ks,us,disk,3600,more than an hour,It was summer&#44 I had my dauther who is now 17. I was at my father in law house looking trought the back door&#44 wich has an open view so,08/12/2008,37.6922222,-97.3372222
02-01-1992 20:00,grants pass,or,us,light,600,10 min,Going across sky.  Thought it was airplane at first...until it started melting.,04/02/1999,42.4391667,-123.3272222
04-02-1992 22:24,pebble beach,ca,us,light,20,15-20 seconds,A green light was iluminating the ocean as we drove past-suddenly&#44 a white light came out of the water and straight for our car. The li,01/28/1999,36.5663889,-121.9455556
09-03-1992 19:00,wilmington,nc,us,disk,540,5 - 9 mins,multiple saucers&#44 there and gone.,02/08/2005,34.2255556,-77.945
07-04-1992 23:00,seatac,wa,us,unknown,20,15-20 sec,unidentified object in sky over seatac/des moines area,04/27/2007,47.4538889,-122.3205556
08-05-1992 23:00,wilmington,ny,us,triangle,10,10 seconds,Mystery lights flew over my home and car within 60 feet of the ground.,03/21/2014,44.3883333,-73.8158333
04-08-1992 21:00,hartford,ct,us,unknown,25,25sec,stange light in the night sky unlike i never seen before,06/09/2009,41.7636111,-72.6855556
10-09-1992 08:00,seminole,tx,us,rectangle,30,30 seconds,I saw a UFO very clearly and can describe it to a tee.,11/20/2013,32.7188889,-102.6444444
10-10-1992 17:00,panama city,fl,us,formation,3600,1 hour(?),During a road trip to Panama City a friend and I witnessed a pair of luminous light formations appear and dissappear over the Gulf.,01/28/1999,30.1586111,-85.6602778
03-01-1993 05:30,ganado,az,us,other,6312000,20years,For many years since 1978 to 2004 there have been different types U.S military air craft flying over my families home and my neighbors,08/07/2007,35.7113889,-109.5413889
11-02-1993 02:00,evansville,in,us,triangle,1800,30 minutes,Driving home from work one evening late around 2am on hwy 44 evansville indiana I noticed in the night sky a strange light. It looked s,09/09/2004,37.9747222,-87.5558333
09-03-1993 15:00,burnt ranch,ca,us,disk,1800,30 min.,Huge disk with hour glass directly above (center) silver type ball&#44 moving eractly&#44 but in some sort of sync with each pattern differen,2/16/1999,40.8091667,-123.4730556
08-04-1993 20:30,lahaina,hi,us,chevron,4,3-4 sec,Maui&#44 August 1993&#44 incredibly fast &amp; quiet lighted craft moves across the sky&#44 news reports confirm sighting with no explanation.,05/24/2005,20.8783333,-156.6825
07-05-1993 20:00,papillion,ne,us,rectangle,360,5 or 6 minutes,unexplained craft,02/24/2005,41.1544444,-96.0419444
09-06-1993 00:30,seattle,wa,us,triangle,6,6 seconds,lights over Seattle,09/09/2003,47.6063889,-122.3308333
07-07-1993 23:00,marion,in,us,cylinder,1800,20-30 minutes,A black van asked me and the other witness if we wanted a ride. We then saw a large object lift off and explode into light,01/17/2004,40.5583333,-85.6591667
09-08-1993 23:30,edmonton (canada),ab,ca,cigar,18000,4-5 hours,Lots of different ufo sightings and unexplainable pictures all in one long night.,01/16/2014,53.55,-113.5
08-09-1993 23:50,westminster,co,us,triangle,60,1 minute,A white puffy cottonball appeared and then a triangle emerged from it.  It was totally silent and had a light on each corner.,08/30/1999,39.8366667,-105.0366667
04-10-1993 13:00,three rivers,tx,us,sphere,1200,20 minutes,Spherical UFO tracks vehicle,01/10/2009,28.46,-98.1822222
06-11-1993 01:00,lusby,md,us,other,32400,9 hours,Possible alien encounter and or abduction in 1993.,08/05/2012,38.4105556,-76.4555556
07-12-1993 23:30,niagara falls,ny,us,formation,30,20-30 sec.,While walking with two friends in single file. First in line stopped and said something to second friend who was also second in line wi,04/02/1999,43.0944444,-79.0569444
01-01-1994 18:00,ringwood,nj,us,unknown,240,4minutes,Strange light&#44 stranger disappearance,04/16/2005,41.1133333,-74.2458333
05-02-1994 22:00,glassville (canada),nb,ca,diamond,300,5 minutes,My Dad and I were driving down the street when I looked up and saw it&#44 it was huge&#44 it had a triagular top and bottom with revolving li,04/02/1999,46.483333,-67.416667
03-03-1994 23:00,moab (south of),ut,us,triangle,60,one full minute,Rotating triangle of lights south of Moab.,08/05/2001,38.5733333,-109.5491667
04-04-1994 17:00,hollywood,fl,us,circle,7200,2 hrs,Orange Orbs in Broward County Florida.,02/22/2005,26.0108333,-80.1497222
05-05-1994 21:00,newport beach (near),ca,us,flash,5,five seconds,saw what I first thought was a comet or some other object. It looked like a falling star....it was very high up.  I watched the object,01/28/1999,33.6188889,-117.9280556
12-06-1994 21:20,farmington,mo,us,chevron,120,2 minutes,No lights&#44 no sound&#44 and HUGE.  Quite an ironic sighting.,08/28/2003,37.7808333,-90.4216667
08-07-1994 22:30,ypsilanti,mi,us,formation,2700,45 min.,3 objects&#44  amber in color&#44  bell shaped&#44  flew V or tri-angular formation&#44  no sounds emitted&#44 flew very lo and slow.,05/12/2009,42.2411111,-83.6130556
03-09-1994 21:00,canton,mi,us,unknown,120,2 min,UFO Encounter in Canton Michigan.,04/27/2007,42.3086111,-83.4822222
03-10-1994 18:00,wyoming,mi,us,disk,60,1 min,disk shaped looked to be black with colored flashing lights on the bottom,05/15/2006,42.9133333,-85.7052778
04-11-1994 21:00,harrisonburg,la,us,disk,30,30 seconds,large&#44 well-lit saucer passes only a hundred feet above house,02/22/2005,31.7719444,-91.8213889
01-12-1994 18:00,cedar key,fl,us,chevron,300,5 minutes,Huge bluish black delta  wing 50 feet or less  over my head while deer hunting from my tree stand in FL &#33&#33,09/04/2003,29.1383333,-83.0352778
01-01-1995 02:00,el granada,ca,us,fireball,45,45 seconds,Glowing fireball  object crashed at Maverick&#39s Beach,11/04/2002,37.5027778,-122.4683333
07-02-1995 13:30,pendleton,ny,us,other,900,10-15min,It was a bright sunny day.  The wind was wipping about 15-20 mph.  I called my wife at about 1:00 p.m. to check in and that is when I l,01/11/2002,43.0869444,-78.7280556
07-03-1995 22:00,penticton (canada),bc,ca,light,300,5 minutes,Darting lights high over Penticton BC,11/28/2007,49.5,-119.583333
04-04-1995 04:00,williamsburg,va,us,sphere,1500,25 minutes,Sphere witnessed in VA,10/31/2003,37.2705556,-76.7077778
01-05-1995 20:10,sumner,wa,us,disk,40,20-40 sec,ship flew almost over my head and it was comming in for a landing. I was shook up and would&#44nt go after it and this is why. est 250ft l,11/21/2010,47.2033333,-122.2391667
05-06-1995 21:00,watertown,ct,us,light,120,2 minutes,Strange Hovering Light - Noticed and Approached Us,07/16/2006,41.6061111,-73.1186111
02-07-1995 20:35,tacoma,wa,us,unknown,7,5-7 sec,Work crew on railrodad loading dock witness approx. 9 obj. in loose formation streaking  north.  Good sighting.,11/02/1999,47.2530556,-122.4430556
07-08-1995 23:00,ravenna,oh,us,unknown,600,10 minutes,red lights and slow moving objest over  sait marys cemetry in ravenna ohio,05/15/2006,41.1575,-81.2422222
11-09-1995 16:30,elizabeth,nj,us,oval,90,90 seconds ?,While driving on Route 1&amp;9 in Elizabeth Near Newark Airport I was looking at an airplane that was taking off on an upward incline. At t,08/30/1999,40.6638889,-74.2111111
06-10-1995 23:00,crescent city,ca,us,oval,1200,20 mins,there were two they were around us red white blue lights acting agressive got whithin a quarter mile of home and they turned around,06/04/2004,41.7561111,-124.2005556
09-11-1995 16:30,pierce city,mo,us,cigar,5,5 sec.,Cigar- shaped metallic object hovers over field- shines light&#44 disappears in daylight near Pierce City MO.,09/24/2003,36.9458333,-94
11-12-1995 23:20,roy,ut,us,triangle,600,10 minutes,At 11:20 PM as I saw a triange shaped object with 7 red lights moving slowly to the south.,01/28/1999,41.1616667,-112.0255556
02-01-1996 15:00,doyline,la,us,triangle,180,3 minutes,TRIANGLER CRAFT NEAR BARKSDALE,06/20/2005,32.5355556,-93.4108333
08-02-1996 11:33,fishers,in,us,circle,10,8-10 seconds,I was raised and served in the military my first 20 yrs. I was a police officer (Elected Sheriff)for a four year term of office.I was a,10/27/2004,39.9555556,-86.0138889
07-03-1996 10:00,university place,wa,us,fireball,30,30 seconds,It was the fourth of july&#44 actually the evening before.  I was driving down 67th avenue&#44 going towards lakewood&#44 when I saw this big fi,04/02/1999,47.2358333,-122.5491667
07-04-1996 22:00,wilmington,nc,us,triangle,60,1 minute,My wife and I were stargazing on a beautiful clear night when we spotted a red triangle flying,08/12/2008,34.2255556,-77.945
04-05-1996 23:30,arlington,wa,us,disk,300,5 min,Craft hovered over a barn on the side of the road and put a spotlight in my car,08/05/2001,48.1988889,-122.1238889
07-05-1996 18:15,springfield,ma,us,circle,40,30-40 sec,the object floted inplace&#44 then circled the clouds at an increasing in speed. then speed off. It was red in color.,09/24/2003,42.1013889,-72.5902778
09-05-1996 01:00,faith,nc,us,triangle,30,30 secs,Large black triangle&#44 lights on the corners. Moving 3 or 4 mph right above the treetops. Faint humming noise. 500 Lights On Object0,01/21/2008,35.5869444,-80.4630556
11-06-1996 17:00,san jose,il,us,formation,240,3-4 minutes,Coming home from voting in &quot;96&quot; my wife and I noticed 7-8 craft off to the west. Flying very erratically&#44 almost looked like they were,01/28/1999,40.3055556,-89.6027778
08-08-1996 20:30,tularosa,nm,us,sphere,45,35-45sec,Glowing orb of light follows test sled and then shoots off toward viewer.,06/18/2004,33.0738889,-106.0180556
06-10-1996 22:00,blythe (north of),ca,us,sphere,120,2 min,Orange luminescent globe hovering in desert sky then moving at the speed of a meteor.,02/24/2007,33.6102778,-114.5955556
05-11-1996 17:00,norwood,pa,us,formation,120,2 minutes,18 Bright fast &quot;Pearl&quot; like UFOs in group between  Philadelphia &amp; Delawre crossed I-95,11/21/2010,39.8916667,-75.3
08-12-1996 13:00,cheektowaga,ny,us,disk,900,10-15 minutes,Very large dark grey object  over small community in Western New York frightens non U.F.O believers.,02/14/2008,42.9033333,-78.755
02-01-1997 21:30,vancouver (canada),bc,ca,unknown,600,10 minutes,Stationary up in sky&#44 very high up in clouds and with 6 or so lights swirling around while it stayed still.,09/01/2004,49.25,-123.133333
03-01-1997 21:20,louisville,ky,us,fireball,2,2 seconds,A hovering ball of orange light that came back twice,08/05/2001,38.2541667,-85.7594444
06-01-1997 10:00,american canyon,ca,us,triangle,60,1 min,I SAW A TRIANGULAR SHAPED CRAFT AND I SAW INSIDE OF IT.,02/22/2002,38.175,-122.2597222
05-02-1997 22:05,oceanside,ca,us,other,600,10 minutes,AN ILLUMINATED OBJECT WAS FIRST SIGHTED IN THE SOUTHEAST&#44ILUMINATED WITH AN ORANGE LIGHT OF MEDIUM INTENCITY.THE OBJECT WAS FLYING AT A,01/28/1999,33.1958333,-117.3786111
05-03-1997 21:03,stafford,tx,us,other,10,10 seconds,Through telescope&#44observed amoeba or translucent object containing lights of blue red and white.Seemed distorted though could not see t,01/28/1999,29.6158333,-95.5575
07-04-1997 21:00,troy,il,us,light,4,3-4 seconds,large blue light silently travelling across the sky in a purposeful manner.,07/05/2005,38.7291667,-89.8830556
10-05-1997 19:00,cheyenne,wy,us,other,90,1.5 min,Seen a object in clear sky.looked like commet coming from south to north.lost tail half way across sky,01/11/2002,41.14,-104.8197222
09-06-1997 04:47,covington,wa,us,triangle,900,15 min,Triangle shaped with six lights underneath.  One side of the triangle was red&#44 one other side was blue.  Both of these sides had a hori,01/28/1999,47.3483333,-122.1136111
07-07-1997 23:00,coopersville,mi,us,unknown,64800,18 hrs,Fireball impact &#44 intelligent colorful lights&#44 orbs&#44 invisible crafts &#44 mind-control&#44 odd animal behavior&#44 alien body,01/31/2011,43.0638889,-85.9347222
08-08-1997 23:00,kenai,ak,us,cigar,600,10 minutis,BACK in 1997 I seen a Cigar shaped UFO.,09/02/2005,60.5544444,-151.2583333
12-09-1997 17:55,reno,nv,us,light,1090,18:10,Stationary bright red light&#44 simular to jupiter in brightness but red eventuily moved to the south of reno and dimed.and Flashed Three,03/07/1998,39.5297222,-119.8127778
02-10-1997 18:00,brentwood,tn,us,light,120,2 minutes,changing bright orb,11/20/2001,36.0330556,-86.7827778
11-11-1997 01:00,o&#39fallon,mo,us,triangle,120,2 min,ON THIS PARTICULAR NIGHT I HAD JUST GOTTING OFF WORK AND STOPPED AT A STORE FOR A SOFT DRINK AND SOMETHING TO MUN CH ON. WHEN I PULLED,08/10/1999,38.8105556,-90.6997222
07-12-1997 13:00,trenton,oh,us,disk,480,5-8 minutes,Saucer/lights&#44 no sound.  Lasted around 7 mins and it was daytime.,02/27/2014,39.4808333,-84.4577778
04-01-1998 13:00,providence,ri,us,circle,240,4 minutes,Mostly sunny sky very large stayed about 5 minutes,04/14/2009,41.8238889,-71.4133333
10-02-1998 09:30,el monte,ca,us,circle,600,about 10 min.,I noticed three craft flying in a straght line with a fourth craft flying between the second two&#44 making a right trangle&#44 off to the ri,02/16/1999,34.0686111,-118.0266667
03-03-1998 20:00,houston,tx,us,sphere,7,7 seconds,Strolling with my wife in the Heights part of Houston&#44 on a quiet and dark residential street. I had been seeing a number of horizontal,07/04/2012,29.7630556,-95.3630556
06-04-1998 06:19,ocotillo,ca,us,triangle,720,12 minutes,On a morning hike&#44 we settled to rest after walking 4 miles on a desert trail.  We stopped to drink some water and eat some snacks.  My,05/24/1999,32.7386111,-115.9933333
02-05-1998 00:45,memphis,tn,us,triangle,10,00:10,Black triangle near I-55 south of Memphis&#44 observed for 10 minutes by two people.,01/11/2002,35.1494444,-90.0488889
02-06-1998 00:00,worcester,ma,us,fireball,3,2-3 seconds,I was driving at midnite and saw a fireball that was blue/green/red/orange travelling at a 45 degree angle downward heading south. I th,01/28/1999,42.2625,-71.8027778
06-07-1998 21:05,phoenix,az,us,fireball,2,2 seconds,Bright flickering&#44 lightning like flash&#44 white/yellow glowing sparks&#44 followed by three dull booms after 2-3 minutes,05/24/1999,33.4483333,-112.0733333
01-08-1998 22:38,fairbanks,ak,us,oval,3,3 secs,A large phlorescent green oval shaped object moving at a strange speed desending on the horizon ended in a large flash,02/16/1999,64.8377778,-147.7163889
12-08-1998 20:00,vilonia (just south of),ar,us,circle,300,5 min.  aprox.,I was talking to some friends outside. I saw an arch of light shaped object moving south slowly&#44 I had to use binoculars to see the arc,09/28/2002,35.0838889,-92.2077778
04-09-1998 21:15,colorado springs,co,us,other,900,15 mins,Saw object hovering over Co Springs. Couldn&#39t clearly make out the shape&#44 but it had approx 10-12 lights&#44 most white&#44 a couple yellow a,01/28/1999,38.8338889,-104.8208333
12-09-1998 01:30,alamosa,co,us,oval,45,45 seconds,I am a police officer in alamosa colorado. on the date and time above&#44 i was on routine patrol&#44 i was traveling northbound along a coun,01/28/1999,37.4694444,-105.8694444
04-10-1998 05:45,el cajon,ca,us,cigar,600,10 minutes,Observed object&#44 nothing around it.  Pulsing red light&#44 bright-dim-bright-dim. Moved slowly toward us.  Through binoculars&#44 could see m,01/28/1999,32.7947222,-116.9616667
07-11-1998 22:43,franklin park (60131),il,us,circle,1,00:01,Yellow circle in northeast sky moving northward,11/21/1998,41.9352778,-87.8655556
06-01-1999 00:00,fremont,mi,us,light,2700,45 minutes +,Bounding&#44 glowing neon orbs of light over Fremont&#44 MI. Neon green orb hovering over neighbor&#39s home for several minutes.,07/04/2012,43.4675,-85.9419444
07-02-1999 23:54,grand rapids,mi,us,light,60,40 to 60 seconds,I WAS SITTING ON MY PORCH&#44 I WAS FACING EAST.  AT 23:54 I HAD SEEN A SLOW MOVING LIGHT OFF IN THE DISTANCE.  THIS IS NOT UNUSUAL SINCE,07/01/2002,42.9633333,-85.6680556
12-05-1999 05:05,dalton,ga,us,circle,15,15 seconds?,A bright yellow object traveling from west to east&#44 ending in a bright flash,12/16/1999,34.7697222,-84.9702778
07-06-1999 22:00,omaha (~ 60 mi. nw of),ne,us,triangle,300,5 minutes,Triangular object observed,04/13/2010,41.2586111,-95.9375
07-07-1999 16:30,seattle,wa,us,light,1200,20 minutes,Star Wars blows up incoming.,01/10/2014,47.6063889,-122.3308333
10-07-1999 23:02,springfield,ma,us,formation,10,10 seconds,We saw a v-shaped formation of orangy-yellow round flying objects fly right above us and disappear on the other side of horizon,10/19/1999,42.1013889,-72.5902778
07-08-1999 21:45,pottstown,pa,us,sphere,60,1 minute,we saw 2 orange spheres appear high over the Pottstown area from our location to the south on a hill in Berks County. Spheres just appe,07/14/1999,40.2452778,-75.65
06-09-1999 21:15,las vegas,nv,us,light,60,1 min,4 quickly moving red lights in the NW sky just to the right of Venus.,06/23/1999,36.175,-115.1363889
03-10-1999 02:00,johnstown,pa,us,cigar,3600,1 hourish,My encounter.,01/12/2012,40.3266667,-78.9222222
03-11-1999 15:00,south san francisco,ca,us,disk,240,4 minutes,I was looking up because I  was carring laungry down stairs. This saucer went right over my head with out making a noise. I was  in a s,04/12/2013,37.6547222,-122.4066667
05-12-1999 00:00,bloomington,in,us,light,15,10-15 seconds,Light that was in a cloud bank above apartment complex.  Appeared orange in the cloud&#44 southwest stopped&#44 moved northeast on parallel c,05/24/1999,39.1652778,-86.5263889
02-01-2000 23:00,babbitt,mn,us,other,600,8-10 minutes,Opaque white beams of light that repeatedly  hit a lamp&#44 turning it on and off...,10/31/2003,47.7086111,-91.9444444
03-02-2000 22:45,paterson,nj,us,light,600,10 minutes,At around 10.45 p.m when I just looked at the sky&#44 i found 5 lighted objects.  The size of these lights were double the diameter of the,03/07/2000,40.9166667,-74.1722222
05-03-2000 20:00,mt. pleasant,ia,us,light,300,5 minutes,One craft crossed in front of an airplane that was flying at the same time.  The three others were verry high up. All were visible with,05/11/2000,40.9636111,-91.5577778
02-04-2000 20:30,prescott,az,us,circle,120,2 min.,Bright yellow-orange circular objects flying in a &quot;V&quot; formation directly overhead heading NNE.,02/16/2000,34.54,-112.4677778
05-05-2000 20:30,johnson county,ks,us,sphere,1800,30 minutes,White light with alternating green and red lights,05/11/2000,37.5705556,-101.7505556
03-06-2000 19:55,silver spring,md,us,other,600,10min,v shape but no lights &#44 very grayand thin type object.,03/07/2000,38.9905556,-77.0263889
12-07-2000 19:30,white rock (canada),bc,ca,unknown,3600,approx 1 hour,It was a foggy evening&#44 I was looking out of my window at the sky. I was drawn to a star which was in a westernly direction from where,02/18/2001,49.033333,-122.816667
11-08-2000 22:30,eugene,or,us,light,8,8sec.,What appeared to be a falling star &#44 changed it&#39s mind and made a hairpin u-turn and shot back up the way it came.,02/25/2003,44.0522222,-123.0855556
12-09-2000 21:00,beaver,pa,us,triangle,90,1.3,Like a red traffic light&#44 behind the trees&#44 it flew in unison with a light too&#44 bright to be an approaching plane.,12/20/2000,40.6952778,-80.305
06-10-2000 02:30,polk city,ia,us,circle,300,5 minutes,Strange circular object seen moving against the wind&#44 making irregular movement and sudden speed bursts.,08/24/2004,41.7713889,-93.7127778
02-11-2000 21:15,rockford,il,us,fireball,900,10-15 minutes,While out for a family night we observed five orange glowing objects three times larger than visible stars flying in formation and doin,02/23/2000,42.2711111,-89.0938889
07-12-2000 20:00,gilbert,az,us,light,900,10 to 15 minutes,The object was south of the phoenix area.  It was red in color and pulsated dim to bright.  It appeared to be stationary.  It also puls,07/23/2000,33.3527778,-111.7883333
01-01-2001 01:00,sacramento,ca,us,circle,10,10 seconds,Big Bouncing Light,10/31/2008,38.5816667,-121.4933333
05-02-2001 00:02,vancouver (canada),bc,ca,light,30,30 seconds,3 lights travelling very fast with the 2 on the side keeping very haphazzard courses,07/26/2002,49.25,-123.133333
03-03-2001 19:00,pontotoc,ms,us,light,3600,about 1 hour,Bright light in the sky. UFO or What?,03/16/2001,34.2477778,-88.9986111
08-04-2001 16:00,wheaton,il,us,circle,120,1-2 min.,white/silver circle at first stationary&#44 then rising in altitude rapidly until no longer visible,08/12/2001,41.8661111,-88.1069444
06-05-2001 00:01,yakima,wa,us,light,480,8 minutes,Just a light,08/05/2001,46.6022222,-120.5047222
11-05-2001 21:25,glendale,az,us,circle,6,5 to 6 sec.,UFO Sighting - Glendale&#44 AZ,11/20/2001,33.5386111,-112.1852778
04-06-2001 21:00,mount carmel,il,us,fireball,1200,20 minutes,At an area just west of Mount Carmel Il&#44 my wife and I both witnessed fire-like orange lights that varied in speed size and brilliance.,04/28/2001,38.4108333,-87.7613889
02-07-2001 16:00,linthicum (bwi airport),md,us,rectangle,900,15 min,This was not any aircraft I have ever seen and was not ballon or moon.,02/18/2001,39.205,-76.6530556
04-08-2001 20:00,portage,in,us,unknown,1200,20:00,unknown blue object that stooped car engine then turn red and disapeared.,08/16/2002,41.5758333,-87.1761111
09-09-2001 21:00,groton,nh,us,sphere,900,15 min,I went outside that evening with my video camera&#44 because I had been seeing strange lights in the sky.AT 2300 hRS&#44 I noticed a large sp,03/04/2003,43.7016667,-71.8361111
06-10-2001 04:00,san carlos,az,us,light,1800,30 minutes,Bright Light seen in circular form over the eastern sky in AZ  am.,08/05/2001,33.3452778,-110.4525
01-11-2001 21:50,las vegas,nm,us,fireball,4,2-4 seconds,Green Fireball&#44 falling from 15 to 20 degrees above the horizon in a straight line to the horizon from my view&#44 leaving a trail.,02/18/2001,35.5938889,-105.2233333
12-11-2001 14:03,chesapeake,va,us,cigar,360,6 minutes,I saw 5 cigar shaped crafts in a V formation with lights.,01/11/2002,36.8188889,-76.2752778
